Question,Answer
"Q: Got it, mm-hm.","A: And I was told that I can go and be a shepherdess for calves, because the policyof that village was that the cows were separated from the -- the young ones, becausethey would not drink milk. Milk was necessary as a selling thing for thegovernment. So the calves had to go somewhere else on the -- to eat grass, to be sentout, to be shepherded. And we -- when we arrived, as you might know, Kazakhstanin that place is steppe.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.71Interview with Maria Pawulska RasiejMay 8, 2013"
Q: Yeah.,"A: Miles and miles and miles of steppe [indecipherable] special places. So wewould take about a hundred cows. At first I was one, and there was another --another boy, bigger, and actually there was this boy who went to -- to the other --was taken by this man from here."
"Q: Right, right, mm-hm.","A: Private work. And then was my brother, at one point. And we would take, at fiveo'clock in the morning, and push this -- these animals, and somehow we managed.We - we slept sometimes in the [indecipherable] then -- then around noontime,they would lie down and chew like, you know, the normal things after the eating,they --"
Q: Right.,"A: -- have to chew. And sometimes when it was hot, or it was terrible for us,incidents, there were. One of them, they said they -- they got a --a bite of a specialfly. And then, if it was an -- like a leader of this group, of this hundred, there wereseveral big -- bigger cows, and several small cows. He would raise his tail and startrunning."
"Q: So if it got bit by this fly, then it runs, and then everything fol -- everyone","A: Anyone follows. And we were told we were allo -- allowed -- permitted to letthem go through the fields where they had some wheat, or where they had corn,because they would damage it. So when they run, we run, and then we had to gatherthem again. I remember that was -- kind of things. I remember when I was readingthe book I got somewhere from package, because packages could come at that time,from Lvov. I got some package, or somebody lent me a book, and I come back fromthis running, rounding them up, back to the place where we are supposed to stay,and got eating -- started eating the book. And then, I am trying to catch him, and Irun and he keeps running."
Q: He wants to learn to read.,A: Exactly. To swallow.
Q: To swallow.,"A: Anyway, these were first. Then my mother had different job, doing keezhak(ph).Did you heard of word keezhak(ph)? Since it is the steppes, there are no woods.You cannot buy any wood to burn, and the -- and of course, there's no coal."
Q: Yeah.,"A: The burning -- the material for burning was the old drippings of the cows, thatyou mix with straw and water. And they have big puddles, like this room, or even The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.73Interview with Maria Pawulska RasiejMay 8, 2013bigger, where the women were wal-walking around with their legs, mixing it up.Keezhaks(ph). For the people who were running the kolkhoz."
Q: So that means it was the fuel to heat?,A: Yes.
Q: That's what it became?,"A: You could not -- or, of course you could not participate in this local thing for thegovernment, but what we did, we would go, and -- and when we were walking withour calves, we saw where the cows went. The cows were usually very much further.By the times we would pass, it was dry so we were picking dry --"
