Question,Answer
Q: What happened where you got -- when did you -- where did you end up? Where,"A: It took us to a station -- through vol -- Moscow, Vologda, and at Vologda ourtrain turned north towards Arkhangelsk. And on the way to Arkhangelsk, at thestation that -- I have it in my book, but not in my head, finally they stopped the trainand si--told us to take our stuff out. They had, again, sleds waiting for us. Theyhelped my -- my brother, or probably one of the people was helping to -- to put thattrunk on. And -- and us -- and my sister and I and my mom, we were allowed to ride,but not my brother. My brother had to walk."
Q: Your 15 year old brother.,"A: My 15 years old brother. And he walked all way to -- to Shilova. Every night wewould stop in a village, Russian village, of the people that were also deportees fromthe first -- from the revolution --"
Q: Really?,"A: -- Russian revolution. And at one house a woman, when she saw my mom, she st-- with the baby, she started crying. Apparently she had a baby too, and -- when shewas deported, and now -- now --"
Q: She sees someone else.,"A: -- she -- she sees one and she -- she started t-telling my mother -- my mother spokeRussian, because she was through -- through a couple, in German and -- and Russianoccupations. So to -- to my mother, the languages were not strange. And -- and then-- then sh -- we -- I don't know why she took us downstairs, but as we were walkingdownstairs, there was a little curtain, and she opened that, and she showed a BlessedMother picture, and she says, I too believe in God. And didn't -- didn't say much,because they are afraid, you know, their -- they were afraid. So -- so -- so we sleptthere on the floor. They provided just floor because that's all they had, probably onebed for themselves, and -- and nothing else. So that was our first night. Then s --then I think we -- we had like four or five -- they're in the book."
Q: Okay.,A: And --
Q: How long did it take to get to Slishko(ph)?,A: To Shilova?
"Q: Shilova, excuse me.",A: A week.
Q: Okay. And your brother walked the whole time.,A: And -- and every day he had to walk.
"Q: And what about your baby brother, your -- the other brother?","A: The -- the baby brother was okay yet, and my mom -- but he had very clean -- sheprobably had enough powder or whatever, you know, to -- to help him to heal and --but that's -- that's all she ca -- she could do. But that woman was very helpful. Well,I guess we -- we met a lot of people on the way, good people. I cannot -- cannotcomplain. There were bad people, but those not necessarily were Russians. Theycould be Polish. Because when they stole something, I don't think the Russianwould carry, because -- although, who knows? I don't know."
"Q: So did this lady -- did this lady have food to give you as well, or --",A: Just kipiatok.
Q: And what's kipiatok?,"A: Just hot water. And they -- they all had ra -- rationing, so we -- we -- we couldn'texpect and -- or if--if the government gave them something, you know, butotherwise -- and like they appar -- apparently expected that we did take enough food,you know, for that."
"Q: So when you get to Shilova, what is -- what did you find there?","A: They put us in one room, two families. And the room was maybe a -- like thisliving room to -- til -- to here. From there maybe it's even -- this is ba -- bigger. And--and one side was boards, and nothing else, no mattresses, no nothing, for onefamily, and the other si-side boards also sta -- you know, it's like a table, and -- and"
"Q: So was it like a room that would be 10 by 10? Ten feet by ten feet, or -- about","A: Yeah, that's -- that's all, only -- only that much."
Q: Okay.,"A: And there was one table, small table in the middle, by the window. And two --two chairs, but not real chairs like we have, the one with the back."
Q: Right.,"A: So -- and -- and then there was one small bed yet, a real -- real bed. That -- thatone was my s -- my brothers"". So four of us in -- in one, across, because otherwise The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.85Interview with Stanistawa TobisJanuary 28, 2015would be not enough room for -- for -- for us. So -- so we did across, legs -- legsprobably my Mom's were falling -- showing. And -- and the same, the other familywas three children and the father and mother. So --"
"Q: So five people on one, and five in the other.",A: Yeah.
Q: Ten people in this small room.,"A: In this small room, and one stove, and one of those, like many, many years ago,when there was no electric type stoves, or -- or electric whatever, you know, it's --it's very primitive. So -- so that's all. Do you -- then the next day, they came, the[indecipherable] is the one that's in charge of whole -- whole 800 people there thatthey brought. In -- in that they -- they -- he comes, and he asks who is -- who is theman in the family. And the only man was my -- my brother. One person has to work,he said. So you're going to work, at 15, with the men, with adults. And whatever --whatever he earned during the day -- if he didn't make his ra-arash -- a ration?"
Q: Quota?,A: Quota.
"Q: Quota, mm-hm.","A: If he didn't make his quota, he would get less -- less bread. There was soup andbread that they could -- could get when they were working, once a day. And -- an- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.86Interview with Stanistawa TobisJanuary 28, 2015and bread, they could divide for morning and -- and on lunch. And if -- if theydidn't, you know, then they didn't have it."
"Q: So what did they do in Shilova, what was ki -- what was the work that your","A: Cutting. Cutting tr-trees, trimming branches on them, and -- a-and putting themin a-- a mound that they were told that that's how it sh -- the measurements have tobe, the -- the length of it, and -- and -- and so much high -- height, and -- and so -- sothat's what my brother was supposed to -- and I -- I didn't know until I read mybrother's report when he -- when he was getting into the army, Polish army. So -- soat that time, he wrote that he was not getting enough food, and they were cutting,and that's why he was getting sick being there."
